Товар,Категория,Остаток,Цена,Тип дня,Спрос
Пиво светлое,Алкоголь,49,1437.21,будни,1
Бананы,Фрукты,34,94.07,выходной,6
Сухарики ржаные,Снеки,23,198.43,будни,11
Кетчуп томатный,Соусы,7,30.42,выходной,32
Сухарики ржаные,Снеки,37,291.49,будни,11
Перец черный молотый,Специи,39,194.18,выходной,20
Лук репчатый,Овощи,42,128.64,выходной,32
Картофель молодой,Овощи,18,101.33,будни,9
Лосось стейк,Рыба и морепродукты,20,457.28,будни,10
"Кефир 3,2%",Молочные продукты,22,281.96,будни,13
Сухарики ржаные,Снеки,7,112.8,праздник,57
Йогурт греческий,Молочные продукты,20,244.01,будни,7
Майонез оливковый,Соусы,24,364.25,будни,16
Печенье овсяное,Кондитерские изделия,25,65.31,будни,6
"Молоко 2,5%",Молочные продукты,65,385.97,выходной,20
Колбаса докторская,Мясные изделия,34,329.71,выходной,20
Мёд цветочный,Сладости,22,220.5,будни,11
Рис Басмати,Крупы,28,490.4,будни,10
Лавровый лист,Специи,38,268.74,будни,14
Печенье овсяное,Кондитерские изделия,41,234.46,будни,15
Курица охлажденная,Мясо,40,759.82,будни,7
Вино красное,Алкоголь,24,805.44,будни,7
Лосось стейк,Рыба и морепродукты,30,527.73,будни,11
Соль йодированная,Бакалея,14,98.85,будни,14
Бананы,Фрукты,51,149.6,будни,17
Яйца куриные (10 шт),Яйца,31,457.86,будни,16
Лосось стейк,Рыба и морепродукты,20,590.73,выходной,2
Мёд цветочный,Сладости,4,103.36,выходной,18
Пиво светлое,Алкоголь,46,797.5,выходной,18
Йогурт греческий,Молочные продукты,71,376.47,будни,10
Рис Басмати,Крупы,7,218.56,выходной,38
Сухарики ржаные,Снеки,16,495.51,будни,15
Соль йодированная,Бакалея,47,232.95,выходной,32
Майонез оливковый,Соусы,28,299.87,праздник,33
Картофель молодой,Овощи,28,128.41,будни,28
Шоколад молочный,Кондитерские изделия,28,471.53,будни,17
Джем клубничный,Сладости,11,110.97,будни,19
Печенье овсяное,Кондитерские изделия,41,445.24,выходной,26
Печенье овсяное,Кондитерские изделия,17,402.72,будни,6
Джем клубничный,Сладости,42,85.91,будни,15
Сметана 15%,Молочные продукты,91,205.88,выходной,32
Сахар песок,Бакалея,21,372.69,будни,4
Колбаса докторская,Мясные изделия,27,316.58,выходной,16
Гречка ядрица,Крупы,8,478.12,выходной,14
Сухарики ржаные,Снеки,21,30.1,выходной,34
Помидоры черри,Овощи,48,71.6,праздник,60
Конфеты шоколадные,Кондитерские изделия,32,50.53,будни,2
Чай черный,Напитки,49,498.49,будни,17
Гречка ядрица,Крупы,45,308.29,будни,4
Йогурт греческий,Молочные продукты,47,348.9,праздник,42
Джем клубничный,Сладости,29,475.42,будни,8
Бананы,Фрукты,27,177.8,будни,5
Майонез оливковый,Соусы,35,368.63,будни,5
Свинина отбивная,Мясо,37,698.23,будни,5
Хлеб бородинский,Хлебобулочные изделия,33,381.81,выходной,10
Конфеты шоколадные,Кондитерские изделия,11,80.9,будни,3
Морковь столовая,Овощи,62,143.39,будни,10
"Кефир 3,2%",Молочные продукты,25,255.84,праздник,3
Кетчуп томатный,Соусы,42,223.7,выходной,16
Колбаса докторская,Мясные изделия,44,163.48,будни,13
"Молоко 2,5%",Молочные продукты,58,483.69,будни,6
Макароны спагетти,Макаронные изделия,24,89.71,будни,18
Лавровый лист,Специи,29,311.69,праздник,54
Макароны спагетти,Макаронные изделия,10,37.26,выходной,32
Творог 5%,Молочные продукты,66,154.09,будни,8
Энергетик,Напитки,38,119.19,выходной,34
Чай черный,Напитки,6,63.62,выходной,16
Лосось стейк,Рыба и морепродукты,30,663.58,праздник,45
Свинина отбивная,Мясо,33,412.83,будни,10
Сыр Российский,Молочные продукты,25,344.56,выходной,2
Апельсины,Фрукты,53,160.32,будни,9
Яйца куриные (10 шт),Яйца,12,432.02,будни,17
Свинина отбивная,Мясо,23,463.05,будни,1
Печенье овсяное,Кондитерские изделия,18,341.27,выходной,18
Печенье овсяное,Кондитерские изделия,1,311.35,будни,14
Майонез оливковый,Соусы,36,181.47,будни,5
Курица охлажденная,Мясо,24,648.18,выходной,12
"Кефир 3,2%",Молочные продукты,27,376.93,выходной,10
